,ID,YEAR,MONTH,REGION,DISTRICT,FACILITY,BCG,PENTA_1,PENTA_2,PENTA_3,MEASLES_1,OPV_4,DPT,TT_1,V_BLUECAP,V_REDCAP,PERIONDNAME
592,593,2018,October,North Bank East ,Sabach Sanjal,Sara Kunda Min. Health Centre,31,20,18,23,22,22,14,17,,59,October 2018
593,594,2018,October,Western 1,Kanifing Municipal ,Serekunda Min. Health Centre,260,138,120,163,198,197,135,76,126,228,October 2018
594,595,2018,October,Western 1,Kanifing Municipal ,Sharab medical centre,12,7,4,1,4,2,,2,3,5,October 2018
595,596,2018,October,Lower River ,Jarra West ,Soma Maj. Health Center,132,79,97,104,99,167,66,32,64,98,October 2018
596,597,2018,October,Western 1,Kombo North ,Sukuta Min. Health Centre,306,304,130,155,,126,116,37,182,272,October 2018
597,598,2018,October,North Bank West,Upper Niumi ,WEC Nema Kunku NGO Clinic,18,9,15,19,16,25,13,10,14,57,October 2018
598,599,2018,October,Upper River ,Wuli West ,Yorobawol Min. Health Centre,85,71,68,85,62,155,84,19,73,189,October 2018
599,600,2018,October,Western 1,Kombo North ,Yundum Village OPD,20,28,25,37,38,78,35,11,53,71,October 2018
600,601,2018,November,North Bank West,Upper Niumi ,Albreda Min. Health Centre,35,28,23,34,41,93,51,12,21,144,November 2018
601,602,2018,November,Western 1,Kanifing Municipal ,ASB Private Clinic,266,269,109,97,141,183,37,53,47,108,November 2018
602,603,2018,November,Upper River ,Wuli East ,Badja Kunda Min. Health Centre,127,100,94,83,83,96,26,96,263,469,November 2018
603,604,2018,November,Western 1,Kanifing Municipal ,Bafrow Sere Kunda Clinic,139,124,97,89,133,259,185,37,95,112,November 2018
604,605,2018,November,Western 1,Kanifing Municipal ,Bakau Minor Health Centre,23,52,32,45,60,59,36,8,110,,November 2018
605,606,2018,November,Western 1,Kombo North ,Banjulnding Min. Health Centre,192,147,77,114,151,147,82,58,136,367,November 2018
606,607,2018,November,Central River,Upper Fulladou West ,Bansang RCH Clinic,263,190,139,136,184,256,105,44,49,279,November 2018
607,608,2018,November,Upper River ,Basse ,Basse Maj. Health Centre,327,259,183,239,242,398,146,70,95,442,November 2018
608,609,2018,November,Western 2,Kombo Central ,Brikama Maj. Health centre,678,426,291,332,432,688,231,92,343,833,November 2018
609,610,2018,November,Central River,Lower Fulladou West ,Brikamaba Min. Health Center,220,125,93,110,144,234,76,47,70,386,November 2018
610,611,2018,November,Western 1,Kombo North ,Brufut Min. Health Centre,97,69,32,62,71,90,18,19,84,85,November 2018
611,612,2018,November,Western 1,Kanifing Municipal ,Bundung Maternal Child Health Hospital,228,373,265,262,300,291,166,72,471,769,November 2018
612,613,2018,November,Lower River ,Jarra East ,Bureng Min. Health Centre,86,73,59,67,78,151,69,12,25,163,November 2018
613,614,2018,November,Western 2,Foni Kansala ,Bwiam General Hospital,79,71,47,60,40,39,49,14,0,0,November 2018
614,615,2018,November,Central River,Nianija,Chamen Min. Health Centre,49,49,20,25,35,58,23,14,10,203,November 2018
615,616,2018,November,Central River,Niamina Dankunku,Dankunku Min. Health Centre,57,63,37,37,42,79,25,4,45,76,November 2018
616,617,2018,November,Upper River ,Jimara ,Demba Kunda Koto Village OPD,101,68,49,50,77,135,70,12,56,410,November 2018
617,618,2018,November,Upper River ,Jimara ,Demba Kunda Kuta Village OPD,,,,,,,,,,,November 2018
618,619,2018,November,Upper River ,Sandu ,Diabugu Min. Health Centre,136,114,51,69,62,148,77,24,106,349,November 2018
619,620,2018,November,North Bank West,Lower Niumi ,Essau Major Health Centre,204,131,106,109,161,254,117,35,147,301,November 2018
620,621,2018,November,Western 1,Kanifing Municipal ,Faji Kunda Major Health Centre,131,172,308,176,305,186,143,76,410,649,November 2018
621,622,2018,November,North Bank East ,Upper Badibu ,Fara Fenni RCH,228,110,110,108,140,140,136,67,129,712,November 2018
622,623,2018,November,Upper River ,Kantora ,Fatoto Min. Health Centre,169,125,73,92,92,153,52,29,102,248,November 2018
623,624,2018,November,Upper River ,Jimara ,Gambisara Min. Health Centre,172,139,86,103,109,198,77,40,100,27,November 2018
624,625,2018,November,Western 1,Kanifing Municipal ,GFPA Kanifing NGO Clinic,85,40,46,19,37,53,18,7,29,58,November 2018
625,626,2018,November,North Bank East ,Upper Badibu ,Illiassa Min. Health Centre,75,61,27,32,73,73,62,6,38,176,November 2018
626,627,2018,November,Western 1,Kanifing Municipal ,INB Seena Private Clinic,10,35,20,35,29,44,18,,30,30,November 2018
627,628,2018,November,Central River,Janjan Bureh ,Janjang-bureh Min. Health Centre,53,52,28,42,48,77,35,13,38,270,November 2018
628,629,2018,November,Lower River ,Kiang East ,Kaiaf Village OPD,47,37,33,27,37,55,19,11,19,26,November 2018
629,630,2018,November,Central River,Lower Saloum,Kaur Minor Health Centre,203,161,102,95,108,203,100,39,93,385,November 2018
630,631,2018,November,North Bank East ,Lower Badibu,Kerewan Min. Health Centre,58,61,43,32,30,30,14,13,80,108,November 2018
631,632,2018,November,North Bank West,Upper Niumi ,Kerr Cherno Min. Health Centre,80,35,38,47,69,110,,14,52,196,November 2018
632,633,2018,November,Lower River ,Kiang West ,Kiang Karantaba Min. Health Centre,7,18,14,18,16,16,,,4,34,November 2018
633,634,2018,November,Upper River ,Kantora ,Koina Community Health Centre,100,64,54,48,40,70,36,13,46,310,November 2018
634,635,2018,November,Central River,Niamina East ,Kudang Min. Health Centre,94,114,66,87,64,157,66,25,60,102,November 2018
635,636,2018,November,Central River,Niani ,Kuntaur Maj. Health Centre,132,99,64,92,85,160,84,29,77,176,November 2018
636,637,2018,November,North Bank West,Jokadu ,Kuntaya Min. Health Centre,108,79,59,61,92,193,101,24,92,1000,November 2018
637,638,2018,November,Lower River ,Kiang Central ,Kwinella Min. Health Centre,51,48,37,42,58,113,,,41,248,November 2018
638,639,2018,November,Western 1,Banjul City ,Leman Street RCH Clinic ,12,11,10,10,11,11,,,7,2,November 2018
639,640,2018,November,Western 1,Kanifing Municipal ,Mbowen Private clinic,7,13,13,7,16,9,9,10,11,13,November 2018
640,641,2018,November,Lower River ,Kiang West ,MRC Keneba,14,9,4,5,10,10,,,5,10,November 2018
641,642,2018,November,Western 1,Kanifing Municipal ,New Jeshwang Clinic,27,27,14,19,21,24,10,5,38,23,November 2018
642,643,2018,November,North Bank East ,Sabach Sanjal,Ngenyen Sanjal Min. Health Centre,69,56,41,46,57,67,49,12,35,217,November 2018
643,644,2018,November,North Bank East ,Central Badibu ,Njaba Kunda Community Clinic,34,27,25,28,42,33,8,8,26,186,November 2018
644,645,2018,November,Western 1,Kanifing Municipal ,Old Jeshwang Min. Health Centre,301,39,19,25,29,34,8,19,4,2,November 2018
645,646,2018,November,Lower River ,Jarra East ,Pakaliba OPD Clinic,,,,,,,,,23,234,November 2018
646,647,2018,November,Western 1,Banjul City ,RVTH Polyclinic ,141,86,59,38,48,85,35,19,143,86,November 2018
647,648,2018,November,North Bank East ,Central Badibu ,Salikenni Min. Health Centre,39,29,11,34,42,42,10,1,19,101,November 2018
648,649,2018,November,Central River,Sami ,Sami Karantaba Min. Health Center,92,54,39,57,46,93,,12,38,476,November 2018
649,650,2018,November,Western 2,Kombo South ,Sanyang Community Clinic,195,111,97,119,131,127,73,41,174,207,November 2018
650,651,2018,November,North Bank East ,Sabach Sanjal,Sara Kunda Min. Health Centre,35,20,25,16,35,35,24,9,11,64,November 2018
651,652,2018,November,Western 1,Kanifing Municipal ,Serekunda Min. Health Centre,188,240,140,159,220,221,105,48,252,361,November 2018
652,653,2018,November,Western 1,Kanifing Municipal ,Sharab medical centre,11,8,8,6,3,3,,6,1,2,November 2018
653,654,2018,November,Lower River ,Jarra West ,Soma Maj. Health Center,162,110,67,79,183,183,88,23,93,155,November 2018
654,655,2018,November,Western 1,Kombo North ,Sukuta Min. Health Centre,339,282,118,141,256,256,80,64,193,325,November 2018
655,656,2018,November,North Bank West,Upper Niumi ,WEC Nema Kunku NGO Clinic,11,20,13,19,31,59,26,8,14,48,November 2018
656,657,2018,November,Upper River ,Wuli West ,Yorobawol Min. Health Centre,116,109,81,72,77,135,83,9,77,313,November 2018
657,658,2018,November,Western 1,Kombo North ,Youna Village OPD,21,24,24,23,20,35,12,20,,,November 2018
658,659,2018,November,Western 1,Kombo North ,Yundum Village OPD,21,24,24,23,20,32,12,20,74,50,November 2018
659,660,2018,December,North Bank West,Upper Niumi ,Albreda Min. Health Centre,25,38,34,20,40,63,23,5,30,149,December 2018
660,661,2018,December,Western 1,Kanifing Municipal ,ASB Private Clinic,245,230,164,104,100,129,29,60,67,118,December 2018
661,662,2018,December,Upper River ,Wuli East ,Badja Kunda Min. Health Centre,111,111,103,70,51,104,48,37,62,649,December 2018
662,663,2018,December,Western 1,Kanifing Municipal ,Bafrow Sere Kunda Clinic,96,70,63,45,100,145,,,55,133,December 2018
663,664,2018,December,Western 1,Kanifing Municipal ,Bakau Minor Health Centre,29,61,33,26,29,17,16,7,52,109,December 2018
664,665,2018,December,Western 1,Kombo North ,Banjulnding Min. Health Centre,160,162,132,76,150,150,,30,44,106,December 2018
665,666,2018,December,Central River,Upper Fulladou West ,Bansang RCH Clinic,246,190,166,110,121,246,78,32,54,256,December 2018
666,667,2018,December,Upper River ,Basse ,Basse Maj. Health Centre,261,259,212,171,222,342,133,52,104,518,December 2018
667,668,2018,December,Western 2,Kombo Central ,Brikama Maj. Health centre,746,622,414,320,538,837,303,96,377,969,December 2018
668,669,2018,December,Central River,Lower Fulladou West ,Brikamaba Min. Health Center,200,182,132,90,110,184,73,26,106,208,December 2018
669,670,2018,December,Western 1,Kombo North ,Brufut Min. Health Centre,63,65,35,26,35,48,15,22,51,64,December 2018
670,671,2018,December,Western 1,Kanifing Municipal ,Bundung Maternal Child Health Hospital,395,412,275,222,308,300,161,58,424,685,December 2018
671,672,2018,December,Lower River ,Jarra East ,Bureng Min. Health Centre,77,81,78,48,53,95,70,15,32,235,December 2018
672,673,2018,December,Western 2,Foni Kansala ,Bwiam General Hospital,85,75,62,55,82,81,56,9,91,165,December 2018
673,674,2018,December,Central River,Nianija,Chamen Min. Health Centre,37,46,46,22,24,64,40,6,10,175,December 2018
674,675,2018,December,Central River,Niamina Dankunku,Dankunku Min. Health Centre,50,54,65,44,41,69,36,6,54,105,December 2018
675,676,2018,December,Upper River ,Jimara ,Demba Kunda Koto Village OPD,84,85,77,48,54,101,46,14,52,87,December 2018
676,677,2018,December,Upper River ,Jimara ,Demba Kunda Kuta Village OPD,,,,,,,,,,,December 2018
677,678,2018,December,Upper River ,Sandu ,Diabugu Min. Health Centre,94,108,99,69,83,149,64,22,57,471,December 2018
678,679,2018,December,North Bank West,Lower Niumi ,Essau Major Health Centre,209,153,127,99,141,303,206,25,84,163,December 2018
679,680,2018,December,Western 1,Kanifing Municipal ,Faji Kunda Major Health Centre,277,320,258,173,260,250,122,61,254,434,December 2018
680,681,2018,December,North Bank East ,Upper Badibu ,Fara Fenni RCH,176,192,138,90,99,200,89,39,159,1568,December 2018
681,682,2018,December,Upper River ,Kantora ,Fatoto Min. Health Centre,149,118,94,94,108,200,61,,,807,December 2018
682,683,2018,December,Upper River ,Jimara ,Gambisara Min. Health Centre,122,139,113,72,95,91,67,25,74,516,December 2018
683,684,2018,December,Western 1,Kanifing Municipal ,GFPA Kanifing NGO Clinic,45,55,50,48,37,29,13,12,26,43,December 2018
684,685,2018,December,North Bank East ,Upper Badibu ,Illiassa Min. Health Centre,61,59,54,,48,106,27,5,22,105,December 2018
685,686,2018,December,Western 1,Kanifing Municipal ,INB Seena Private Clinic,10,21,21,18,15,29,20,,15,23,December 2018
686,687,2018,December,Central River,Janjan Bureh ,Janjang-bureh Min. Health Centre,43,53,47,29,46,68,19,,24,43,December 2018
687,688,2018,December,Western 2,Kombo East ,Kafuta Min. Health Centre,62,57,67,47,57,85,26,16,54,67,December 2018
688,689,2018,December,Lower River ,Kiang East ,Kaiaf Village OPD,30,39,28,23,33,61,8,13,11,52,December 2018
689,690,2018,December,Central River,Lower Saloum,Kaur Minor Health Centre,141,168,149,99,89,194,91,26,99,202,December 2018
690,691,2018,December,North Bank East ,Lower Badibu,Kerewan Min. Health Centre,69,55,54,56,44,44,40,12,112,269,December 2018
691,692,2018,December,North Bank West,Upper Niumi ,Kerr Cherno Min. Health Centre,70,84,38,47,42,76,,8,43,174,December 2018
692,693,2018,December,Lower River ,Kiang West ,Kiang Karantaba Min. Health Centre,17,14,14,15,17,31,12,7,3,45,December 2018
693,694,2018,December,Upper River ,Kantora ,Koina Community Health Centre,66,54,61,46,30,54,17,9,18,167,December 2018
694,695,2018,December,Central River,Niamina East ,Kudang Min. Health Centre,98,109,104,74,90,134,47,18,68,120,December 2018
695,696,2018,December,Central River,Niani ,Kuntaur Maj. Health Centre,93,117,96,62,83,143,45,10,53,146,December 2018
696,697,2018,December,North Bank West,Jokadu ,Kuntaya Min. Health Centre,93,105,86,53,79,132,53,17,82,641,December 2018
697,698,2018,December,Lower River ,Kiang Central ,Kwinella Min. Health Centre,58,50,44,45,35,76,36,7,31,269,December 2018
698,699,2018,December,Western 1,Banjul City ,Leman Street RCH Clinic ,5,9,8,6,2,2,3,,,,December 2018
699,700,2018,December,Lower River ,Kiang West ,MRC Keneba,3,3,4,3,8,8,2,2,5,6,December 2018
700,701,2018,December,Western 1,Kanifing Municipal ,New Jeshwang Clinic,48,57,34,24,35,36,5,13,22,35,December 2018
701,702,2018,December,North Bank East ,Sabach Sanjal,Ngenyen Sanjal Min. Health Centre,83,77,57,41,54,54,41,7,38,164,December 2018
702,703,2018,December,North Bank East ,Central Badibu ,Njaba Kunda Community Clinic,35,44,20,26,39,39,15,9,23,328,December 2018
703,704,2018,December,Western 1,Kanifing Municipal ,Old Jeshwang Min. Health Centre,78,13,23,15,23,41,12,2,,,December 2018
704,705,2018,December,Lower River ,Jarra East ,Pakaliba OPD Clinic,,,,,,,,,22,59,December 2018
705,706,2018,December,Western 1,Banjul City ,RVTH Polyclinic ,161,88,71,60,44,50,,22,,,December 2018
706,707,2018,December,North Bank East ,Central Badibu ,Salikenni Min. Health Centre,30,30,20,12,28,46,18,6,29,283,December 2018
707,708,2018,December,Central River,Sami ,Sami Karantaba Min. Health Center,53,63,53,48,33,85,55,10,21,417,December 2018
708,709,2018,December,Western 2,Kombo South ,Sanyang Community Clinic,162,178,103,106,139,137,78,23,167,235,December 2018
709,710,2018,December,North Bank East ,Sabach Sanjal,Sara Kunda Min. Health Centre,25,26,17,22,19,39,7,5,17,63,December 2018
710,711,2018,December,Western 1,Kanifing Municipal ,Serekunda Min. Health Centre,193,235,135,91,104,103,65,60,146,263,December 2018
711,712,2018,December,Lower River ,Jarra West ,Soma Maj. Health Center,140,137,112,80,112,210,101,28,28,122,December 2018
712,713,2018,December,Western 1,Kombo North ,Sukuta Min. Health Centre,311,305,167,113,167,241,,55,247,356,December 2018
713,714,2018,December,North Bank West,Upper Niumi ,WEC Nema Kunku NGO Clinic,8,23,21,12,15,40,14,1,23,44,December 2018
714,715,2018,December,Upper River ,Wuli West ,Yorobawol Min. Health Centre,95,100,91,89,86,86,84,32,72,312,December 2018
715,716,2018,December,Western 1,Kombo North ,Youna Village OPD,30,89,34,36,,,3,19,,,December 2018
716,717,2017,January,North Bank West,Upper Niumi ,Albreda Min. Health Centre,36,28,30,27,46,62,7,3,37,239,January 2017
717,718,2017,January,Western 1,Kanifing Municipal ,ASB Private Clinic,169,81,70,85,116,80,13,,34,67,January 2017
718,719,2017,January,Upper River ,Wuli East ,Badja Kunda Min. Health Centre,100,110,90,60,52,106,30,12,386,515,January 2017
719,720,2017,January,Western 1,Kanifing Municipal ,Bafrow Sere Kunda Clinic,51,94,76,70,48,72,,25,68,102,January 2017
720,721,2017,January,North Bank West,Jokadu ,Bakan Village OPD Clinic,,,,,,,,,,,January 2017
721,722,2017,January,Western 1,Kanifing Municipal ,Bakau Minor Health Centre,60,59,51,35,63,80,20,13,21,107,January 2017
722,723,2017,January,Western 1,Kombo North ,Banjulnding Min. Health Centre,119,116,81,67,125,178,60,13,67,162,January 2017
723,724,2017,January,Central River,Upper Fulladou West ,Bansang RCH Clinic,219,237,146,125,205,372,100,44,103,203,January 2017
724,725,2017,January,Upper River ,Basse ,Basse Maj. Health Centre,245,360,242,152,166,280,129,49,188,662,January 2017
725,726,2017,January,Western 2,Kombo Central ,Brikama Maj. Health centre,491,437,375,286,429,697,125,95,324,835,January 2017
726,727,2017,January,Central River,Lower Fulladou West ,Brikamaba Min. Health Center,163,168,155,111,109,199,99,29,91,298,January 2017
727,728,2017,January,Western 1,Kombo North ,Brufut Min. Health Centre,90,71,39,40,50,81,31,8,36,75,January 2017
728,729,2017,January,Western 1,Kanifing Municipal ,Bundung Maternal Child Health Hospital,431,338,191,156,198,329,132,68,131,379,January 2017
729,730,2017,January,Lower River ,Jarra East ,Bureng Min. Health Centre,67,68,79,90,77,138,86,32,16,48,January 2017
730,731,2017,January,Central River,Nianija,Chamen Min. Health Centre,61,49,49,43,38,54,20,6,39,106,January 2017
731,732,2017,January,Central River,Niamina Dankunku,Dankunku Min. Health Centre,46,58,72,25,50,90,43,25,3,81,January 2017
732,733,2017,January,Upper River ,Jimara ,Demba Kunda Koto Village OPD,,,,,,,,,37,150,January 2017
733,734,2017,January,Upper River ,Sandu ,Diabugu Min. Health Centre,82,157,115,95,67,106,,14,66,258,January 2017
734,735,2017,January,North Bank West,Lower Niumi ,Essau Major Health Centre,131,149,156,112,128,238,59,16,68,252,January 2017
735,736,2017,January,Western 1,Kanifing Municipal ,Faji Kunda Major Health Centre,223,238,180,155,200,330,120,45,132,353,January 2017
736,737,2017,January,North Bank East ,Upper Badibu ,Fara Fenni RCH,155,161,95,82,119,152,42,27,57,170,January 2017
737,738,2017,January,Western 2,Kombo South ,Farato Village OPD,70,80,86,75,119,80,39,5,76,115,January 2017
738,739,2017,January,North Bank West,Lower Niumi ,Fass Njaga Choi Village OPD,,,,,,,,,27,67,January 2017
739,740,2017,January,Upper River ,Kantora ,Fatoto Min. Health Centre,91,146,114,85,124,173,58,23,80,178,January 2017
740,741,2017,January,Upper River ,Jimara ,Gambisara Min. Health Centre,119,177,140,87,129,214,119,34,53,230,January 2017
741,742,2017,January,Western 1,Kanifing Municipal ,GFPA Kanifing NGO Clinic,35,31,27,20,40,90,23,8,20,45,January 2017
742,743,2017,January,Western 2,Kombo South ,Gunjur Min. Health Centre,130,116,74,78,96,116,,6,61,181,January 2017
743,744,2017,January,North Bank East ,Upper Badibu ,Illiassa Min. Health Centre,53,49,54,41,37,53,14,9,28,207,January 2017
744,745,2017,January,Western 1,Kanifing Municipal ,INB Seena Private Clinic,16,14,18,10,7,10,,7,8,28,January 2017
745,746,2017,January,Central River,Janjan Bureh ,Janjang-bureh Min. Health Centre,29,42,48,23,42,68,25,9,,80,January 2017
746,747,2017,January,Western 2,Kombo East ,Kafuta Min. Health Centre,102,95,80,53,89,89,53,28,66,154,January 2017
747,748,2017,January,Lower River ,Kiang East ,Kaiaf Village OPD,40,34,34,32,27,49,,5,30,44,January 2017
748,749,2017,January,Central River,Lower Saloum,Kaur Minor Health Centre,127,148,166,138,124,127,87,29,93,306,January 2017
749,750,2017,January,North Bank East ,Lower Badibu,Kerewan Min. Health Centre,50,46,47,47,58,58,20,8,32,254,January 2017
750,751,2017,January,North Bank West,Upper Niumi ,Kerr Cherno Min. Health Centre,76,74,57,62,70,126,58,24,50,172,January 2017
751,752,2017,January,Lower River ,Kiang West ,Kiang Karantaba Min. Health Centre,15,20,11,7,36,47,11,8,11,76,January 2017
752,753,2017,January,Upper River ,Kantora ,Koina Community Health Centre,51,36,27,27,41,85,31,13,38,175,January 2017
753,754,2017,January,Central River,Niamina East ,Kudang Min. Health Centre,86,106,116,71,67,72,76,15,55,32,January 2017
754,755,2017,January,Central River,Niani ,Kuntaur Maj. Health Centre,132,128,105,102,85,176,66,5,86,258,January 2017
755,756,2017,January,North Bank West,Jokadu ,Kuntaya Min. Health Centre,100,106,112,89,100,100,51,17,92,1266,January 2017
756,757,2017,January,Lower River ,Kiang Central ,Kwinella Min. Health Centre,32,29,31,31,37,81,39,20,19,74,January 2017
757,758,2017,January,Western 1,Banjul City ,Leman Street RCH Clinic ,31,21,19,18,16,33,13,4,13,29,January 2017
758,759,2017,January,North Bank West,Lower Niumi ,Madina Sering Mass Village OPD,,,,,,,,,,,January 2017
759,760,2017,January,Western 1,Kanifing Municipal ,Mbowen Private clinic,16,30,22,37,23,16,9,5,22,50,January 2017
760,761,2017,January,Lower River ,Kiang West ,MRC Keneba,17,14,8,13,11,21,8,8,6,14,January 2017
761,762,2017,January,Western 1,Kanifing Municipal ,New Jeshwang Clinic,47,43,40,19,29,34,8,8,23,,January 2017
762,763,2017,January,North Bank East ,Sabach Sanjal,Ngenyen Sanjal Min. Health Centre,54,48,60,44,58,58,27,12,27,135,January 2017
763,764,2017,January,North Bank East ,Central Badibu ,Njaba Kunda Community Clinic,19,34,41,26,28,65,30,6,9,29,January 2017
764,765,2017,January,Western 1,Kanifing Municipal ,Old Jeshwang Min. Health Centre,25,36,28,18,24,38,,13,14,32,January 2017
765,766,2017,January,Lower River ,Jarra East ,Pakaliba OPD Clinic,,,,,,,,,14,75,January 2017
766,767,2017,January,Western 1,Banjul City ,RVTH Polyclinic ,47,49,55,27,30,53,14,,45,58,January 2017
767,768,2017,January,Central River,Lower Fulladou West ,Saint Lazarus NGO Clinic,,,,,,,,,,,January 2017
768,769,2017,January,North Bank East ,Central Badibu ,Salikenni Min. Health Centre,30,46,31,29,24,44,21,4,12,54,January 2017
769,770,2017,January,Central River,Sami ,Sami Karantaba Min. Health Center,37,53,55,52,30,69,13,19,12,261,January 2017
770,771,2017,January,Western 2,Kombo South ,Sanyang Community Clinic,133,168,85,66,94,157,33,36,69,217,January 2017
771,772,2017,January,North Bank East ,Sabach Sanjal,Sara Kunda Min. Health Centre,18,21,23,18,22,22,34,3,30,30,January 2017
772,773,2017,January,Western 1,Kanifing Municipal ,Serekunda General Hospital,,,,,,,,11,0,0,January 2017
773,774,2017,January,Western 1,Kanifing Municipal ,Serekunda Min. Health Centre,268,234,167,131,156,156,71,41,100,220,January 2017
774,775,2017,January,Western 1,Kanifing Municipal ,Sharab medical centre,1,,3,1,3,1,,,2,1,January 2017
775,776,2017,January,Western 2,Foni Jarrol ,Sintet Health Centre,28,33,32,26,22,22,6,,11,46,January 2017
776,777,2017,January,Lower River ,Jarra West ,Soma Maj. Health Center,114,116,92,77,84,158,54,19,60,167,January 2017
777,778,2017,January,Western 1,Kombo North ,Sukuta Min. Health Centre,188,168,136,96,146,222,87,27,128,300,January 2017
778,779,2017,January,North Bank West,Upper Niumi ,WEC Nema Kunku NGO Clinic,21,26,14,19,33,33,17,,17,61,January 2017
779,780,2017,January,Upper River ,Wuli West ,Yorobawol Min. Health Centre,110,82,85,82,51,85,25,7,123,268,January 2017
780,781,2017,January,Western 1,Kombo North ,Yundum Village OPD,57,52,35,34,57,78,27,4,30,62,January 2017
781,782,2017,February,North Bank West,Upper Niumi ,Albreda Min. Health Centre,43,21,36,33,41,63,12,5,9,119,February 2017
782,783,2017,February,Upper River ,Wuli East ,Badja Kunda Min. Health Centre,129,112,148,100,100,116,40,15,365,409,February 2017
783,784,2017,February,Western 1,Kanifing Municipal ,Bafrow Sere Kunda Clinic,61,80,98,78,46,46,45,19,55,160,February 2017
784,785,2017,February,Western 1,Kanifing Municipal ,Bakau Minor Health Centre,100,80,79,79,99,190,,14,64,129,February 2017
785,786,2017,February,Western 1,Kombo North ,Banjulnding Min. Health Centre,217,199,160,142,166,241,66,21,114,334,February 2017
786,787,2017,February,Central River,Upper Fulladou West ,Bansang RCH Clinic,195,174,194,141,144,251,110,50,142,164,February 2017
787,788,2017,February,Upper River ,Basse ,Basse Maj. Health Centre,304,270,282,246,226,352,112,32,134,250,February 2017
788,789,2017,February,Western 2,Kombo Central ,Brikama Maj. Health centre,527,539,492,411,460,803,137,124,273,1097,February 2017
789,790,2017,February,Central River,Lower Fulladou West ,Brikamaba Min. Health Center,194,156,159,148,112,111,103,28,91,307,February 2017
790,791,2017,February,Western 1,Kombo North ,Brufut Min. Health Centre,94,118,117,66,108,135,27,14,41,191,February 2017
791,792,2017,February,Western 1,Kanifing Municipal ,Bundung Maternal Child Health Hospital,529,389,374,289,254,403,172,90,161,652,February 2017
792,793,2017,February,Lower River ,Jarra East ,Bureng Min. Health Centre,78,78,80,73,91,124,37,37,20,155,February 2017
793,794,2017,February,Central River,Nianija,Chamen Min. Health Centre,54,46,38,48,31,49,15,7,25,75,February 2017
794,795,2017,February,Central River,Niamina Dankunku,Dankunku Min. Health Centre,46,43,71,68,53,102,43,16,17,76,February 2017
795,796,2017,February,Upper River ,Jimara ,Demba Kunda Koto Village OPD,,,,,,,,,32,155,February 2017
796,797,2017,February,Upper River ,Jimara ,Demba Kunda Kuta Village OPD,,,,,,,,,,,February 2017
797,798,2017,February,Upper River ,Sandu ,Diabugu Min. Health Centre,128,111,146,130,80,209,99,11,78,421,February 2017
798,799,2017,February,North Bank West,Lower Niumi ,Essau Major Health Centre,204,162,158,118,131,216,50,15,56,219,February 2017
799,800,2017,February,Western 1,Kanifing Municipal ,Faji Kunda Major Health Centre,264,262,282,211,285,442,150,27,192,539,February 2017
800,801,2017,February,North Bank East ,Upper Badibu ,Fara Fenni RCH,173,143,172,104,124,152,31,20,96,291,February 2017
801,802,2017,February,Western 2,Kombo South ,Farato Village OPD,100,88,90,82,99,100,47,13,57,176,February 2017
802,803,2017,February,Upper River ,Kantora ,Fatoto Min. Health Centre,179,160,134,102,102,156,65,17,91,800,February 2017
803,804,2017,February,Upper River ,Jimara ,Gambisara Min. Health Centre,262,185,139,111,142,193,94,37,20,292,February 2017
804,805,2017,February,Western 1,Kanifing Municipal ,GFPA Kanifing NGO Clinic,40,50,37,39,25,45,,4,9,42,February 2017
805,806,2017,February,Western 2,Kombo South ,Gunjur Min. Health Centre,130,120,116,102,90,90,,62,48,186,February 2017
806,807,2017,February,North Bank East ,Upper Badibu ,Illiassa Min. Health Centre,65,43,37,46,29,50,15,7,29,92,February 2017
807,808,2017,February,Western 1,Kanifing Municipal ,INB Seena Private Clinic,20,30,30,30,28,25,,7,25,35,February 2017
808,809,2017,February,Central River,Janjan Bureh ,Janjang-bureh Min. Health Centre,50,42,48,43,39,77,24,12,5,116,February 2017
809,810,2017,February,Western 2,Kombo East ,Kafuta Min. Health Centre,118,115,110,104,114,212,98,41,60,230,February 2017
810,811,2017,February,Lower River ,Kiang East ,Kaiaf Village OPD,29,32,37,27,23,40,17,3,20,31,February 2017
811,812,2017,February,Central River,Lower Saloum,Kaur Minor Health Centre,146,146,133,169,131,190,68,19,89,340,February 2017
812,813,2017,February,North Bank East ,Lower Badibu,Kerewan Min. Health Centre,79,62,60,55,44,44,6,6,35,273,February 2017
813,814,2017,February,North Bank West,Upper Niumi ,Kerr Cherno Min. Health Centre,60,59,62,59,,84,16,8,26,202,February 2017
814,815,2017,February,Lower River ,Kiang West ,Kiang Karantaba Min. Health Centre,17,14,15,20,36,36,,1,14,92,February 2017
815,816,2017,February,Upper River ,Kantora ,Koina Community Health Centre,66,53,49,29,31,78,44,11,150,1101,February 2017
816,817,2017,February,Central River,Niamina East ,Kudang Min. Health Centre,87,93,94,82,80,131,68,9,63,273,February 2017
817,818,2017,February,Central River,Niani ,Kuntaur Maj. Health Centre,124,120,130,105,98,159,95,18,93,153,February 2017
818,819,2017,February,North Bank West,Jokadu ,Kuntaya Min. Health Centre,97,74,96,105,67,110,43,8,47,1309,February 2017
819,820,2017,February,Lower River ,Kiang Central ,Kwinella Min. Health Centre,50,36,32,21,38,56,10,20,24,180,February 2017
